c1ncnn1,c1ccc2ncccc2c1,c1cnccc[nH]cccnccc[nH]c1,c1ccoc1,c1c[n+]cn1,C1=Cc2cccn2[Ni]<-N1,C1=Ccnc1,c1nncs1,c1cc[n+]cc1,C1=Cc2cccn2[Co]<-N1,c1ccsc1,c1ccccc1,c1ccc2c(c1)c1ccccc1c1ccccc21,c1ccc2ccccc2c1,c1c[nH]cn1,c1cc[nH]c1,c1ccc2[nH]ccc2c1,c1ccc2nc3ccccc3nc2c1,c1ccncc1,C1=Cc2cccn2[Fe]<-N1,c1cnc2c(c1)ccc1cccnc12,c1ncc2[nH]cnc2n1,c1ccnc1,c1nc[nH]n1,c1ccc2[s+]c3ccccc3nc2c1,c1c[n+]c2c(c1)ccc1ccc[n+]c12,c1ncc2ncnc2n1,Alkene,Alkyne,Allene,Alkylchloride,Alkylfluoride,Alkylbromide,Alkyliodide,Alcohol,Dialkylether,Alkylarylether,Diarylether,Diarylthioether,Oxonium,Primary_aliph_amine,Secondary_aliph_amine,Tertiary_aliph_amine,Quaternary_aliph_ammonium,Primary_arom_amine,Secondary_arom_amine,Tertiary_arom_amine,Quaternary_arom_ammonium,Ammonium,Alkylthiol,Dialkylthioether,Alkylarylthioether,Disulfide,1comma2-Aminoalcohol,1comma2-Diol,1comma1-Diol,Hydroperoxide,Peroxo,Organometallic_compounds,Aldehyde,Ketone,Thioaldehyde,Thioketone,Imine,Immonium,Oxime,Oximether,Acetal,Hemiacetal,Aminal,Hemiaminal,Thioacetal,Thiohemiacetal,Chloroalkene,Fluoroalkene,Bromoalkene,Iodoalkene,Enol,Enamine,Acylhalide,Carboxylic_acid,Carboxylic_ester,Lactone,Carboxylic_anhydride,Thioacetate,Ethanethioic,Amide,Lactam,Alpha_aminoacid,Alpha_hydroxyacid,Ketene,Nitrile,Isonitrile,Urea,Thiourea,Guanidine,Isocyanate,Cyanate,Isothiocyanate,Thiocyanate,Phenol,1comma2-Diphenol,Arylchloride,Arylfluoride,Arylbromide,Aryliodide,Arylthiol,Iminoarene,Oxoarene,Thioarene,Nitrite,Thionitrite,Nitrate,Nitro,Diazo,Azide,Hydrazine,Hydrazone,Sulfon,Sulfoxide,Sulfuric_derivative,Sulfonic_derivative,Sulfinic_derivative,Sulfenic_derivative,Phosphine,Phosphine_oxide,Phosphonium,Phosphonic_acid_derivative,Phosphoric_acid_derivative,Phosphinic_acid_derivative,Phosphonous_derivatives,Phosphinous_derivatives,Quart_silane,Non-quart_silane,Silylmonohalide,Silicic_acid_derivative,Trialkylborane,Boric_acid_derivatives,Sugar_pattern_combi,Num of Conju-Stru (MFF-Conju),Num of Conju-All-Atoms (MFF-Conju),Atom Num Conju-All Ratio (MFF-Conju),AtomWt Conju-All Ratio (MFF-Conju),Full-Mol Wiener Index (MFF-Conju),Individual Conju-Atom Number (MFF-Conju),Conju-Part-Wt (MFF-Conju),Conju-AtomicWt (MFF-Conju),Max Conju-Distance (MFF-Conju),Conju-Branch Index (MFF-Conju),Conju-Stru Wiener Index (MFF-Conju),Conju-Stru-VSA (MFF-Conju),Conju-PEOE-Charge-MaxMinDisRatio (MFF-Conju),Conju-Atomic-LogP-Sum (MFF-Conju),Conju-Atomic-LogP-AtomicMean (MFF-Conju),Conju-Atomic-LogP-Maximum (MFF-Conju),Conju-Atomic-LogP-Minimum (MFF-Conju),Conju-Atomic-LogP-Delta (MFF-Conju),Conju-Atomic-LogP-STD (MFF-Conju),Conju-Atomic-LogP-MaxMinDisRatio (MFF-Conju),Conju-Atomic-LogP-CONJUMAX (MFF-Conju),Conju-Atomic-MR-Sum (MFF-Conju),Conju-Atomic-MR-AtomicMean (MFF-Conju),Conju-Atomic-MR-Maximum (MFF-Conju),Conju-Atomic-MR-Minimum (MFF-Conju),Conju-Atomic-MR-Delta (MFF-Conju),Conju-Atomic-MR-STD (MFF-Conju),Conju-Atomic-MR-MaxMinDisRatio (MFF-Conju),Conju-Atomic-MR-CONJUMAX (MFF-Conju),Max Distance,Branch Index,Stru-VSA,Atomic-LogP-Sum,Atomic-LogP-AtomicMean,Atomic-LogP-Maximum,Atomic-LogP-Minimum,Atomic-LogP-Delta,Atomic-LogP-STD,Atomic-MR-Sum,Atomic-MR-AtomicMean,Atomic-MR-Maximum,Atomic-MR-Minimum,Atomic-MR-Delta,Atomic-MR-STD,typical voltage (V vs RHE),typical current density(mA/cm2),delta_current density ratio,Is Voltage reliable,Is current density reliable,typical pH,typicalelectrolyte,Is_constant_current,cell type,IsPolymerized,smiles,values
0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0.615384615,0.950809432,3.867132867,48,584.512,0.177333333,16,0.75,3.292553191,667.5004743,0.3125,7.4512,0.155233333,1.944,-0.3239,2.2679,0.155036514,0.5,7.4512,169.08,3.5225,57.7694,2.202,55.5674,0.540368933,0.5,169.08,18,0.444444444,667.5004743,11.3236,0.145174359,1.944,-0.3239,2.2679,0.123095591,200.6014,2.571812821,57.7694,0.9627,56.8067,1.275144709,-0.8,2,0,1,0,1,2,0,1,0,C1(/C(C2=CC=CC=C2)=C(C=C/3)\NC3=C4\C5=CC=CC=C5)=N/C(C=C1)=C(C6=CC=CC=C6)\C7=CC=C(/C(C8=CC=CC=C8)=C9C=CC4=N/9)N7,-14.4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0.897435897,0.99241987,3.567266067,70,1055.77,3.082428571,16,1.6875,3.578674948,848.7609063,0.1875,10.0516,0.143594286,1.1105,-1.3989,2.5094,0.266454432,0.5,10.0516,191.449,2.734985714,28.28,0,28.28,1.228202595,0.25,191.449,16,1.6875,848.7609063,11.0356,0.141482051,1.1105,-1.3989,2.5094,0.252497842,199.905,2.562884615,28.28,0,28.28,1.270011791,-0.8,2,0,1,0,1,2,0,1,0,Fc1c(F)c(F)c(C2=C3C=CC4=N3->[Fe]35(Cl)<-N6=C(C=CC6=C(c6c(F)c(F)c(F)c(F)c6F)c6ccc2n63)C(c2c(F)c(F)c(F)c(F)c2F)=c2ccc(n25)=C4c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,-8.4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0.574468085,0.897672477,4.289750629,54,739.806,1.700111111,16,1.4375,3.177148847,714.402493,0.3125,4.674,0.086555556,1.8041,-1.3989,3.203,0.2970091,0.6875,4.674,177.889,3.294240741,28.28,0,28.28,0.971934629,0.25,177.889,20,0.65,855.9379651,8.288,0.088170213,1.8041,-1.3989,3.203,0.23401393,226.953,2.414393617,28.28,0,28.28,1.303039778,-0.8,2,0,1,0,1,2,0,1,0,COc1ccc(C2=C3C=CC4=N3->[Fe]35(Cl)<-N6=C(C=CC6=C(c6ccc(OC)cc6)c6ccc2n63)C(c2ccc(OC)cc2)=c2ccc(n25)=C4c2ccc(OC)cc2)cc1,-4.4
0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0.636363636,0.957979302,3.587149692,49,643.445,1.131530612,14,0.857142857,2.947278912,667.5004743,0.357142857,4.1201,0.084083673,1.5415,-1.3989,2.9404,0.228567761,0.857142857,4.1201,165.296,3.373387755,28.28,0,28.28,0.715350943,0.285714286,165.296,16,0.4375,667.5004743,7.5641,0.098235065,1.5415,-1.3989,2.9404,0.183292511,194.892,2.531064935,28.28,0,28.28,1.251911726,-0.8,2,0,1,0,1,2,0,1,0,C1=CC2=N3->[Co]45<-N6=C(C=CC6=C(c6ccccc6)c6ccc(n64)C(c4ccccc4)=C13)C(c1ccccc1)=c1ccc(n15)=C2c1ccccc1,-6.4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0.44,0.787834464,3.035384615,11,134.117,0.192454545,6,0,1.418181818,161.6066677,0.666666667,1.4049,0.127718182,1.7223,-0.4458,2.1681,0.201665893,0.666666667,1.4049,37.847,3.440636364,25.204,2.819,22.385,0.275885771,0.666666667,37.847,19,0.105263158,398.6869573,5.93084,0.1186168,1.7223,-0.4458,2.1681,0.136196142,110.856,2.21712,25.204,1.057,24.147,1.158658753,-0.83,2.477121255,0,1,0,1,2,0,1,0,CC1=CC=C(N2C=CC(C3C=CN(C4=CC=C(C)C=C4)C=C3)C=C2)C=C1.CC1=CC=C(N2C(C3C=CC=CN3C4=CC=C(C)C=C4)C=CC=C2)C=C1,24.2
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0.461538462,0.806061192,3.288359788,12,150.116,0.509666667,7,0,1.53030303,174.6644087,0.571428571,1.3931,0.116091667,2.13,-0.4458,2.5758,0.27661019,0.571428571,1.3931,39.373,3.281083333,25.548,1.182,24.366,0.695135773,0.571428571,39.373,21,0.095238095,428.9181456,5.3312,0.102523077,2.13,-0.4458,2.5758,0.198993661,114.486,2.201653846,25.548,1.057,24.491,1.17442087,-0.83,2.477121255,0,1,0,1,2,0,1,0,COC1=CC=C(N2C=CC(C3C=CN(C4=CC=C(OC)C=C4)C=C3)C=C2)C=C1.COC1=CC=C(N2C(C3C=CC=CN3C4=CC=C(OC)C=C4)C=CC=C2)C=C1,14.5
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0.545454545,0.889416899,3.035384615,12,169.57,2.130833333,7,0,1.53030303,201.0703433,0.571428571,2.2034,0.183616667,1.8313,-0.4458,2.2771,0.248185082,0.571428571,2.2034,43.755,3.64625,25.259,2.819,22.44,0.716470647,0.571428571,43.755,17,0,410.9622788,6.6208,0.150472727,1.8313,-0.4458,2.2771,0.18850694,111.402,2.531863636,25.259,1.057,24.202,1.359295014,-0.83,2.477121255,0,1,0,1,2,0,1,0,ClC1=CC=C(N2C=CC(C3C=CN(C4=CC=C(Cl)C=C4)C=C3)C=C2)C=C1.ClC1=CC=C(N2C(C3C=CC=CN3C4=CC=C(Cl)C=C4)C=CC=C2)C=C1,23.8
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0.5,0.858579586,2.804347826,11,134.117,0.192454545,7,0.857142857,1.527272727,176.4931045,0.714285714,1.427,0.129727273,1.8674,-0.4458,2.3132,0.201848395,0.714285714,1.427,37.688,3.426181818,26.102,2.819,23.283,0.276090505,0.714285714,37.688,17,0,360.9501463,5.314,0.120772727,1.8674,-0.4458,2.3132,0.145178292,101.382,2.304136364,26.102,1.057,25.045,1.172747911,-0.84,2.477121255,0,1,0,1,2,0,1,0,C1(N2C=CC(C3C=CN(C4=CC=CC=C4)C=C3)C=C2)=CC=CC=C1.C1(N2C(C3C=CC=CN3C4=CC=CC=C4)C=CC=C2)=CC=CC=C1,16.4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0.5,0.865094059,3.035384615,12,148.124,0.343666667,7,0,1.53030303,194.0750278,0.571428571,0.7038,0.05865,2.0482,-1.027,3.0752,0.391056099,0.571428571,0.7038,41.232,3.436,25.762,2.819,22.943,0.365284364,0.571428571,41.232,19,0.052631579,396.9716477,4.4784,0.0933,2.0482,-1.027,3.0752,0.281023669,110.2068,2.295975,25.762,0.9627,24.7993,1.200462199,-0.82,2.477121255,0,1,0,1,2,0,1,0,NC1=CC=C(N2C=CC(C3C=CN(C4=CC=C(N)C=C4)C=C3)C=C2)C=C1.NC1=CC=C(N2C(C3C=CC=CN3C4=CC=C(N)C=C4)C=CC=C2)C=C1,8.8
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0.4,0.743307055,3.495402299,12,148.124,0.343666667,7,0,1.53030303,164.3021542,0.571428571,1.285,0.107083333,2.0482,-0.4458,2.494,0.271229131,0.571428571,1.285,41.224,3.435333333,25.762,2.819,22.943,0.366400813,0.571428571,41.224,21,0.238095238,469.0146504,5.446,0.090766667,2.0482,-0.4458,2.494,0.189998846,130.036,2.167266667,25.762,1.057,24.705,1.156922266,-0.83,2.477121255,0,1,0,1,2,0,1,0,CN(C)C1=CC=C(N2C=CC(C3C=CN(C4=CC=C(N(C)C)C=C4)C=C3)C=C2)C=C1.CN(C)C1=CC=C(N2C(C3C=CC=CN3C4=CC=C(N(C)C)C=C4)C=CC=C2)C=C1,5.2
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0.392857143,0.727860329,2.981481481,11,134.117,0.192454545,7,0.857142857,1.527272727,147.5778857,0.571428571,1.4049,0.127718182,1.7223,-0.4458,2.1681,0.201665893,0.571428571,1.4049,37.847,3.440636364,25.204,2.819,22.385,0.275885771,0.571428571,37.847,19,0.105263158,436.4237683,6.71104,0.11984,1.7223,-0.4458,2.1681,0.128782853,120.09,2.144464286,25.204,1.057,24.147,1.13684917,-0.83,2.477121255,0,1,0,1,2,0,1,0,CC1=CC=C(N2C=CC(C3(C)C=CN(C4=CC=C(C)C=C4)C=C3)(C)C=C2)C=C1.CC1=CC=C(N2C(C3C=C(C)C=CN3C4=CC=C(C)C=C4)C=C(C)C=C2)C=C1,15.1
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0.392857143,0.562968031,3.60516934,11,134.117,0.192454545,6,0,1.418181818,161.6066677,0.666666667,1.4049,0.127718182,1.7223,-0.4458,2.1681,0.201665893,0.666666667,1.4049,37.847,3.440636364,25.204,2.819,22.385,0.275885771,0.666666667,37.847,19,0.105263158,475.0514502,8.1318,0.145210714,1.7223,-0.4458,2.1681,0.165034445,120.62,2.153928571,25.204,1.057,24.147,1.133020298,-0.84,2.477121255,0,1,0,1,2,0,1,0,CC(C=C1)(C2(C)C=CN(C3=CC=C(C(F)(F)F)C=C3)C=C2)C=CN1C4=CC=C(C(F)(F)F)C=C4.CC(C=C1)=CC(C2C=C(C)C=CN2C3=CC=C(C(F)(F)F)C=C3)N1C4=CC=C(C(F)(F)F)C=C4,8.4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0.297297297,0.592538758,2.968805704,11,134.117,0.192454545,6,0,1.418181818,161.6066677,0.666666667,1.4049,0.127718182,1.7223,-0.4458,2.1681,0.201665893,0.666666667,1.4049,37.847,3.440636364,25.204,2.819,22.385,0.275885771,0.666666667,37.847,19,0.105263158,549.6342011,8.76344,0.118424865,1.7223,-0.4458,2.1681,0.11388771,147.652,1.995297297,25.204,1.057,24.147,1.075532172,-0.83,2.477121255,0,1,0,1,2,0,1,0,CC1=CC=C(N2C=CC(C3(C(C)(C)C)C=CN(C4=CC=C(C)C=C4)C=C3)(C(C)(C)C)C=C2)C=C1.CC1=CC=C(N2C(C3C=C(C(C)(C)C)C=CN3C4=CC=C(C)C=C4)C=C(C(C)(C)C)C=C2)C=C1,9.2
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,0.396551724,0.709656398,2.987356322,12,150.116,0.509666667,8,0,1.659090909,160.6356267,0.125,1.3365,0.111375,1.7223,-0.4458,2.1681,0.200544592,0.5,1.3365,38.932,3.244333333,25.204,1.085,24.119,0.702605073,1,38.932,19,0.105263158,466.6549566,5.46884,0.094290345,1.7223,-0.4458,2.1681,0.152685024,123.356,2.126827586,25.204,1.057,24.147,1.141745671,-0.83,2.477121255,0,1,0,1,2,0,1,0,CC1=CC=C(N2C=CC(C3(OC)C=CN(C4=CC=C(C)C=C4)C=C3)(OC)C=C2)C=C1.CC1=CC=C(N2C(C3C=C(OC)C=CN3C4=CC=C(C)C=C4)C=C(OC)C=C2)C=C1,6.4
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,0.348484848,0.661593313,2.981854839,12,148.124,0.343666667,8,0,1.659090909,150.2733722,1,1.0862,0.090516667,1.7223,-0.4458,2.1681,0.229136462,0.5,1.0862,39.686,3.307166667,25.204,1.839,23.365,0.515486151,1,39.686,19,0.105263158,506.7514614,5.29924,0.080291515,1.7223,-0.4458,2.1681,0.165588625,136.712,2.071393939,25.204,1.057,24.147,1.108173926,-0.82,2.477121255,0,1,0,1,2,0,1,0,CC1=CC=C(N2C=CC(C3(N(C)C)C=CN(C4=CC=C(C)C=C4)C=C3)(N(C)C)C=C2)C=C1.CC1=CC=C(N2C(C3C=C(N(C)C)C=CN3C4=CC=C(C)C=C4)C=C(N(C)C)C=C2)C=C1,-6
0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,0.53125,0.88850714,4.128571429,17,208.179,0.245823529,11,0.909090909,2.139705882,258.2153542,0.818181818,1.2117,0.071276471,1.8576,-1.119,2.9766,0.34064582,0.363636364,1.2117,54.992,3.234823529,25.599,0,25.599,0.847356667,0.363636364,54.992,25,0,524.3946457,5.8674,0.091678125,1.8576,-1.119,2.9766,0.250117994,144.446,2.25696875,25.599,0,25.599,1.233029336,-0.83,2.507855872,-0.112947658,1,1,1,2,0,1,0,C1([N+]2=CC=CC=C2)=CC=C(N3C=CC(C4C=CN(C5=CC=C([N+]6=CC=CC=C6)C=C5)C=C4)C=C3)C=C1.C1([N+]2=CC=CC=C2)=CC=C(N3C(C4C=CC=CN4C5=CC=C([N+]6=CC=CC=C6)C=C5)C=CC=C3)C=C1,24.7
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0.44,0.787834464,3.035384615,11,134.117,0.192454545,6,0,1.418181818,161.6066677,0.666666667,1.4049,0.127718182,1.7223,-0.4458,2.1681,0.201665893,0.666666667,1.4049,37.847,3.440636364,25.204,2.819,22.385,0.275885771,0.666666667,37.847,19,0.105263158,398.6869573,5.93084,0.1186168,1.7223,-0.4458,2.1681,0.136196142,110.856,2.21712,25.204,1.057,24.147,1.158658753,-0.83,0.008600172,-0.771300448,1,1,1,3,0,0,0,CC1=CC=C(N2C=CC(C3C=CN(C4=CC=C(C)C=C4)C=C3)C=C2)C=C1.CC1=CC=C(N2C(C3C=CC=CN3C4=CC=C(C)C=C4)C=CC=C2)C=C1,55.8
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0.545454545,0.889416899,3.035384615,12,169.57,2.130833333,7,0,1.53030303,201.0703433,0.571428571,2.2034,0.183616667,1.8313,-0.4458,2.2771,0.248185082,0.571428571,2.2034,43.755,3.64625,25.259,2.819,22.44,0.716470647,0.571428571,43.755,17,0,410.9622788,6.6208,0.150472727,1.8313,-0.4458,2.2771,0.18850694,111.402,2.531863636,25.259,1.057,24.202,1.359295014,-0.83,-0.15490196,-0.843049327,1,1,1,3,0,0,0,ClC1=CC=C(N2C=CC(C3C=CN(C4=CC=C(Cl)C=C4)C=C3)C=C2)C=C1.ClC1=CC=C(N2C(C3C=CC=CN3C4=CC=C(Cl)C=C4)C=CC=C2)C=C1,36.5
